id_siswa,nama,nrp,id_mapel,score,id_kota
826,Jeremy Diaz,02300000000012,6,6.0,23
826,Jeremy Diaz,02300000000012,7,7.0,23
827,Carl Cox,02300000000013,1,2.0,23
827,Carl Cox,02300000000013,2,5.0,23
827,Carl Cox,02300000000013,3,3.0,23
827,Carl Cox,02300000000013,4,6.0,23
827,Carl Cox,02300000000013,5,2.0,23
827,Carl Cox,02300000000013,6,5.0,23
827,Carl Cox,02300000000013,7,3.0,23
828,Peter Campbell,02300000000014,1,6.0,23
828,Peter Campbell,02300000000014,2,7.0,23
828,Peter Campbell,02300000000014,3,7.0,23
828,Peter Campbell,02300000000014,4,6.0,23
828,Peter Campbell,02300000000014,5,9.0,23
828,Peter Campbell,02300000000014,6,9.0,23
828,Peter Campbell,02300000000014,7,8.0,23
829,Mr. Erik Anderson,02300000000015,1,6.0,23
829,Mr. Erik Anderson,02300000000015,2,5.0,23
829,Mr. Erik Anderson,02300000000015,3,7.0,23
829,Mr. Erik Anderson,02300000000015,4,5.0,23
829,Mr. Erik Anderson,02300000000015,5,7.0,23
829,Mr. Erik Anderson,02300000000015,6,7.0,23
829,Mr. Erik Anderson,02300000000015,7,3.0,23
830,Travis Brown,02300000000016,1,6.0,23
830,Travis Brown,02300000000016,2,5.0,23
830,Travis Brown,02300000000016,3,6.0,23
830,Travis Brown,02300000000016,4,9.0,23
830,Travis Brown,02300000000016,5,6.0,23
830,Travis Brown,02300000000016,6,6.0,23
830,Travis Brown,02300000000016,7,5.0,23
831,Madison Smith,02300000000017,1,5.0,23
831,Madison Smith,02300000000017,2,3.0,23
831,Madison Smith,02300000000017,3,5.0,23
831,Madison Smith,02300000000017,4,11.0,23
831,Madison Smith,02300000000017,5,5.0,23
831,Madison Smith,02300000000017,6,5.0,23
831,Madison Smith,02300000000017,7,3.0,23
832,Diamond Moran,02300000000018,1,0.0,23
832,Diamond Moran,02300000000018,2,6.0,23
832,Diamond Moran,02300000000018,3,5.0,23
832,Diamond Moran,02300000000018,4,4.0,23
832,Diamond Moran,02300000000018,5,5.0,23
832,Diamond Moran,02300000000018,6,8.0,23
832,Diamond Moran,02300000000018,7,7.0,23
833,Amanda Blake MD,02300000000019,1,5.0,23
833,Amanda Blake MD,02300000000019,2,1.0,23
833,Amanda Blake MD,02300000000019,3,4.0,23
833,Amanda Blake MD,02300000000019,4,6.0,23
833,Amanda Blake MD,02300000000019,5,6.0,23
833,Amanda Blake MD,02300000000019,6,3.0,23
833,Amanda Blake MD,02300000000019,7,6.0,23
834,Michael Bartlett,02300000000020,1,2.0,23
834,Michael Bartlett,02300000000020,2,7.0,23
834,Michael Bartlett,02300000000020,3,6.0,23
834,Michael Bartlett,02300000000020,4,7.0,23
834,Michael Bartlett,02300000000020,5,5.0,23
834,Michael Bartlett,02300000000020,6,6.0,23
834,Michael Bartlett,02300000000020,7,6.0,23
835,Alex Patterson,02300000000021,1,4.0,23
835,Alex Patterson,02300000000021,2,3.0,23
835,Alex Patterson,02300000000021,3,5.0,23
835,Alex Patterson,02300000000021,4,7.0,23
835,Alex Patterson,02300000000021,5,5.0,23
835,Alex Patterson,02300000000021,6,8.0,23
835,Alex Patterson,02300000000021,7,7.0,23
836,Andrew Pittman,02300000000022,1,7.0,23
836,Andrew Pittman,02300000000022,2,5.0,23
836,Andrew Pittman,02300000000022,3,7.0,23
836,Andrew Pittman,02300000000022,4,5.0,23
836,Andrew Pittman,02300000000022,5,2.0,23
836,Andrew Pittman,02300000000022,6,7.0,23
836,Andrew Pittman,02300000000022,7,4.0,23
837,Chad Thompson,02300000000023,1,5.0,23
837,Chad Thompson,02300000000023,2,6.0,23
837,Chad Thompson,02300000000023,3,5.0,23
837,Chad Thompson,02300000000023,4,4.0,23
837,Chad Thompson,02300000000023,5,3.0,23
837,Chad Thompson,02300000000023,6,2.0,23
837,Chad Thompson,02300000000023,7,5.0,23
838,Charles Baker,02300000000024,1,6.0,23
838,Charles Baker,02300000000024,2,6.0,23
838,Charles Baker,02300000000024,3,5.0,23
838,Charles Baker,02300000000024,4,4.0,23
838,Charles Baker,02300000000024,5,6.0,23
838,Charles Baker,02300000000024,6,3.0,23
838,Charles Baker,02300000000024,7,8.0,23
839,Earl Smith,02300000000025,1,7.0,23
839,Earl Smith,02300000000025,2,5.0,23
839,Earl Smith,02300000000025,3,3.0,23
839,Earl Smith,02300000000025,4,7.0,23
839,Earl Smith,02300000000025,5,5.0,23
839,Earl Smith,02300000000025,6,7.0,23
839,Earl Smith,02300000000025,7,4.0,23
840,Karen Sullivan,02300000000026,1,6.0,23
840,Karen Sullivan,02300000000026,2,8.0,23
840,Karen Sullivan,02300000000026,3,6.0,23
840,Karen Sullivan,02300000000026,4,10.0,23
840,Karen Sullivan,02300000000026,5,8.0,23
840,Karen Sullivan,02300000000026,6,5.0,23
840,Karen Sullivan,02300000000026,7,5.0,23
841,Joshua Castro,02300000000027,1,6.0,23
841,Joshua Castro,02300000000027,2,5.0,23
841,Joshua Castro,02300000000027,3,4.0,23
841,Joshua Castro,02300000000027,4,8.0,23
841,Joshua Castro,02300000000027,5,5.0,23
841,Joshua Castro,02300000000027,6,6.0,23
841,Joshua Castro,02300000000027,7,7.0,23
842,Michelle Robinson,02300000000028,1,3.0,23
842,Michelle Robinson,02300000000028,2,1.0,23
842,Michelle Robinson,02300000000028,3,3.0,23
842,Michelle Robinson,02300000000028,4,2.0,23
842,Michelle Robinson,02300000000028,5,3.0,23
842,Michelle Robinson,02300000000028,6,4.0,23
842,Michelle Robinson,02300000000028,7,7.0,23
843,Howard Sullivan,02300000000029,1,5.0,23
843,Howard Sullivan,02300000000029,2,8.0,23
843,Howard Sullivan,02300000000029,3,5.0,23
843,Howard Sullivan,02300000000029,4,4.0,23
843,Howard Sullivan,02300000000029,5,4.0,23
843,Howard Sullivan,02300000000029,6,3.0,23
843,Howard Sullivan,02300000000029,7,5.0,23
844,Marco Gray,02300000000030,1,3.0,23
844,Marco Gray,02300000000030,2,1.0,23
844,Marco Gray,02300000000030,3,2.0,23
844,Marco Gray,02300000000030,4,6.0,23
844,Marco Gray,02300000000030,5,4.0,23
844,Marco Gray,02300000000030,6,9.0,23
844,Marco Gray,02300000000030,7,7.0,23
845,Patricia Martin,02300000000031,1,4.0,23
845,Patricia Martin,02300000000031,2,5.0,23
845,Patricia Martin,02300000000031,3,10.0,23
845,Patricia Martin,02300000000031,4,5.0,23
845,Patricia Martin,02300000000031,5,4.0,23
845,Patricia Martin,02300000000031,6,3.0,23
845,Patricia Martin,02300000000031,7,5.0,23
846,Matthew Lynch,02300000000032,1,4.0,23
846,Matthew Lynch,02300000000032,2,6.0,23
846,Matthew Lynch,02300000000032,3,5.0,23
846,Matthew Lynch,02300000000032,4,6.0,23
846,Matthew Lynch,02300000000032,5,3.0,23
846,Matthew Lynch,02300000000032,6,11.0,23
846,Matthew Lynch,02300000000032,7,5.0,23
847,Catherine Ramos,02300000000033,1,3.0,23
847,Catherine Ramos,02300000000033,2,7.0,23
847,Catherine Ramos,02300000000033,3,4.0,23
847,Catherine Ramos,02300000000033,4,2.0,23
847,Catherine Ramos,02300000000033,5,3.0,23
847,Catherine Ramos,02300000000033,6,3.0,23
847,Catherine Ramos,02300000000033,7,7.0,23
848,Joshua Campbell,02300000000034,1,5.0,23
848,Joshua Campbell,02300000000034,2,7.0,23
848,Joshua Campbell,02300000000034,3,6.0,23
848,Joshua Campbell,02300000000034,4,5.0,23
848,Joshua Campbell,02300000000034,5,4.0,23
848,Joshua Campbell,02300000000034,6,4.0,23
848,Joshua Campbell,02300000000034,7,5.0,23
849,Lisa Terry,02300000000035,1,3.0,23
849,Lisa Terry,02300000000035,2,1.0,23
849,Lisa Terry,02300000000035,3,2.0,23
849,Lisa Terry,02300000000035,4,5.0,23
849,Lisa Terry,02300000000035,5,2.0,23
849,Lisa Terry,02300000000035,6,7.0,23
849,Lisa Terry,02300000000035,7,5.0,23
850,Terry Matthews,02300000000036,1,4.0,23
850,Terry Matthews,02300000000036,2,12.0,23
850,Terry Matthews,02300000000036,3,6.0,23
850,Terry Matthews,02300000000036,4,4.0,23
850,Terry Matthews,02300000000036,5,5.0,23
850,Terry Matthews,02300000000036,6,1.0,23
850,Terry Matthews,02300000000036,7,7.0,23
851,Benjamin Mann,02300000000037,1,6.0,23
851,Benjamin Mann,02300000000037,2,4.0,23
851,Benjamin Mann,02300000000037,3,6.0,23
851,Benjamin Mann,02300000000037,4,7.0,23
851,Benjamin Mann,02300000000037,5,5.0,23
851,Benjamin Mann,02300000000037,6,8.0,23
851,Benjamin Mann,02300000000037,7,2.0,23
id_siswa,nama,nrp,id_mapel,score,id_kota
852,Brandy Williams,02400000000001,1,5.0,24
852,Brandy Williams,02400000000001,2,2.0,24
852,Brandy Williams,02400000000001,3,5.0,24
852,Brandy Williams,02400000000001,4,7.0,24
852,Brandy Williams,02400000000001,5,3.0,24
852,Brandy Williams,02400000000001,6,4.0,24
852,Brandy Williams,02400000000001,7,7.0,24
853,William Montgomery,02400000000002,1,9.0,24
853,William Montgomery,02400000000002,2,6.0,24
853,William Montgomery,02400000000002,3,6.0,24
853,William Montgomery,02400000000002,4,5.0,24
853,William Montgomery,02400000000002,5,8.0,24
853,William Montgomery,02400000000002,6,6.0,24
853,William Montgomery,02400000000002,7,6.0,24
854,Terry Cobb,02400000000003,1,5.0,24
854,Terry Cobb,02400000000003,2,5.0,24
854,Terry Cobb,02400000000003,3,7.0,24
854,Terry Cobb,02400000000003,4,8.0,24
854,Terry Cobb,02400000000003,5,4.0,24
854,Terry Cobb,02400000000003,6,5.0,24
854,Terry Cobb,02400000000003,7,4.0,24
855,Christopher Miller,02400000000004,1,11.0,24
855,Christopher Miller,02400000000004,2,3.0,24
855,Christopher Miller,02400000000004,3,6.0,24
855,Christopher Miller,02400000000004,4,5.0,24
855,Christopher Miller,02400000000004,5,7.0,24
855,Christopher Miller,02400000000004,6,6.0,24
855,Christopher Miller,02400000000004,7,2.0,24
856,Jacob Snyder,02400000000005,1,5.0,24
856,Jacob Snyder,02400000000005,2,6.0,24
856,Jacob Snyder,02400000000005,3,3.0,24
856,Jacob Snyder,02400000000005,4,0.0,24
856,Jacob Snyder,02400000000005,5,6.0,24
856,Jacob Snyder,02400000000005,6,7.0,24
856,Jacob Snyder,02400000000005,7,5.0,24
857,Andrew Brown,02400000000006,1,6.0,24
857,Andrew Brown,02400000000006,2,7.0,24
857,Andrew Brown,02400000000006,3,4.0,24
857,Andrew Brown,02400000000006,4,4.0,24
857,Andrew Brown,02400000000006,5,5.0,24
857,Andrew Brown,02400000000006,6,5.0,24
857,Andrew Brown,02400000000006,7,5.0,24
858,Taylor Mendoza,02400000000007,1,6.0,24
858,Taylor Mendoza,02400000000007,2,8.0,24
858,Taylor Mendoza,02400000000007,3,4.0,24
858,Taylor Mendoza,02400000000007,4,7.0,24
858,Taylor Mendoza,02400000000007,5,6.0,24
858,Taylor Mendoza,02400000000007,6,5.0,24
858,Taylor Mendoza,02400000000007,7,2.0,24
859,Kenneth Salazar,02400000000008,1,1.0,24
859,Kenneth Salazar,02400000000008,2,3.0,24
859,Kenneth Salazar,02400000000008,3,2.0,24
859,Kenneth Salazar,02400000000008,4,7.0,24
859,Kenneth Salazar,02400000000008,5,6.0,24
859,Kenneth Salazar,02400000000008,6,5.0,24
859,Kenneth Salazar,02400000000008,7,5.0,24
860,Jason Medina,02400000000009,1,6.0,24
860,Jason Medina,02400000000009,2,9.0,24
860,Jason Medina,02400000000009,3,5.0,24
860,Jason Medina,02400000000009,4,3.0,24
860,Jason Medina,02400000000009,5,6.0,24
860,Jason Medina,02400000000009,6,3.0,24
860,Jason Medina,02400000000009,7,4.0,24
861,Edward Taylor,02400000000010,1,6.0,24
861,Edward Taylor,02400000000010,2,6.0,24
861,Edward Taylor,02400000000010,3,4.0,24
861,Edward Taylor,02400000000010,4,5.0,24
861,Edward Taylor,02400000000010,5,5.0,24
861,Edward Taylor,02400000000010,6,5.0,24
861,Edward Taylor,02400000000010,7,2.0,24
862,Mary Gardner,02400000000011,1,4.0,24
862,Mary Gardner,02400000000011,2,5.0,24
862,Mary Gardner,02400000000011,3,3.0,24
862,Mary Gardner,02400000000011,4,5.0,24
862,Mary Gardner,02400000000011,5,6.0,24
862,Mary Gardner,02400000000011,6,6.0,24
862,Mary Gardner,02400000000011,7,6.0,24
863,Joshua Gibson,02400000000012,1,4.0,24
863,Joshua Gibson,02400000000012,2,2.0,24
863,Joshua Gibson,02400000000012,3,4.0,24
863,Joshua Gibson,02400000000012,4,6.0,24
863,Joshua Gibson,02400000000012,5,7.0,24
863,Joshua Gibson,02400000000012,6,3.0,24
863,Joshua Gibson,02400000000012,7,4.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,1,5.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,2,4.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,3,4.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,4,5.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,5,3.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,6,6.0,24
864,Mr. Richard Oconnor Jr.,02400000000013,7,6.0,24
865,Anne Olsen,02400000000014,1,7.0,24
865,Anne Olsen,02400000000014,2,4.0,24
865,Anne Olsen,02400000000014,3,4.0,24
865,Anne Olsen,02400000000014,4,6.0,24
865,Anne Olsen,02400000000014,5,3.0,24
865,Anne Olsen,02400000000014,6,5.0,24
865,Anne Olsen,02400000000014,7,6.0,24
866,Adam Perez,02400000000015,1,7.0,24
866,Adam Perez,02400000000015,2,7.0,24
866,Adam Perez,02400000000015,3,3.0,24
866,Adam Perez,02400000000015,4,4.0,24
866,Adam Perez,02400000000015,5,6.0,24
866,Adam Perez,02400000000015,6,6.0,24
866,Adam Perez,02400000000015,7,7.0,24
867,Patrick Reyes,02400000000016,1,4.0,24
867,Patrick Reyes,02400000000016,2,9.0,24
867,Patrick Reyes,02400000000016,3,2.0,24
867,Patrick Reyes,02400000000016,4,7.0,24
867,Patrick Reyes,02400000000016,5,5.0,24
867,Patrick Reyes,02400000000016,6,6.0,24
867,Patrick Reyes,02400000000016,7,8.0,24
868,Angie Nixon,02400000000017,1,4.0,24
868,Angie Nixon,02400000000017,2,7.0,24
868,Angie Nixon,02400000000017,3,8.0,24
868,Angie Nixon,02400000000017,4,8.0,24
868,Angie Nixon,02400000000017,5,4.0,24
868,Angie Nixon,02400000000017,6,6.0,24
868,Angie Nixon,02400000000017,7,8.0,24
869,Susan Spence DVM,02400000000018,1,3.0,24
869,Susan Spence DVM,02400000000018,2,6.0,24
869,Susan Spence DVM,02400000000018,3,4.0,24
869,Susan Spence DVM,02400000000018,4,6.0,24
869,Susan Spence DVM,02400000000018,5,3.0,24
869,Susan Spence DVM,02400000000018,6,8.0,24
869,Susan Spence DVM,02400000000018,7,7.0,24
870,Joseph Ford,02400000000019,1,5.0,24
870,Joseph Ford,02400000000019,2,4.0,24
870,Joseph Ford,02400000000019,3,4.0,24
870,Joseph Ford,02400000000019,4,8.0,24
870,Joseph Ford,02400000000019,5,6.0,24
870,Joseph Ford,02400000000019,6,7.0,24
870,Joseph Ford,02400000000019,7,4.0,24
871,Michael Brewer,02400000000020,1,5.0,24
871,Michael Brewer,02400000000020,2,6.0,24
871,Michael Brewer,02400000000020,3,7.0,24
871,Michael Brewer,02400000000020,4,7.0,24
871,Michael Brewer,02400000000020,5,4.0,24
871,Michael Brewer,02400000000020,6,3.0,24
871,Michael Brewer,02400000000020,7,5.0,24
872,Tiffany Murphy,02400000000021,1,5.0,24
872,Tiffany Murphy,02400000000021,2,5.0,24
872,Tiffany Murphy,02400000000021,3,6.0,24
872,Tiffany Murphy,02400000000021,4,6.0,24
872,Tiffany Murphy,02400000000021,5,7.0,24
872,Tiffany Murphy,02400000000021,6,5.0,24
872,Tiffany Murphy,02400000000021,7,4.0,24
873,Martha Barnes,02400000000022,1,6.0,24
873,Martha Barnes,02400000000022,2,7.0,24
873,Martha Barnes,02400000000022,3,4.0,24
873,Martha Barnes,02400000000022,4,9.0,24
873,Martha Barnes,02400000000022,5,8.0,24
873,Martha Barnes,02400000000022,6,3.0,24
873,Martha Barnes,02400000000022,7,5.0,24
874,Amy Washington,02400000000023,1,6.0,24
874,Amy Washington,02400000000023,2,8.0,24
874,Amy Washington,02400000000023,3,6.0,24
874,Amy Washington,02400000000023,4,5.0,24
874,Amy Washington,02400000000023,5,6.0,24
874,Amy Washington,02400000000023,6,3.0,24
874,Amy Washington,02400000000023,7,1.0,24
875,Anna Tyler,02400000000024,1,8.0,24
875,Anna Tyler,02400000000024,2,1.0,24
875,Anna Tyler,02400000000024,3,3.0,24
875,Anna Tyler,02400000000024,4,1.0,24
875,Anna Tyler,02400000000024,5,4.0,24
875,Anna Tyler,02400000000024,6,3.0,24
875,Anna Tyler,02400000000024,7,4.0,24
876,Heather Coleman,02400000000025,1,7.0,24
876,Heather Coleman,02400000000025,2,3.0,24
876,Heather Coleman,02400000000025,3,5.0,24
876,Heather Coleman,02400000000025,4,5.0,24
876,Heather Coleman,02400000000025,5,5.0,24
876,Heather Coleman,02400000000025,6,7.0,24
876,Heather Coleman,02400000000025,7,5.0,24
877,Jillian Sanchez,02400000000026,1,5.0,24
877,Jillian Sanchez,02400000000026,2,4.0,24
877,Jillian Sanchez,02400000000026,3,2.0,24
877,Jillian Sanchez,02400000000026,4,4.0,24
877,Jillian Sanchez,02400000000026,5,1.0,24
877,Jillian Sanchez,02400000000026,6,7.0,24
877,Jillian Sanchez,02400000000026,7,6.0,24
878,Dave Clark,02400000000027,1,5.0,24
878,Dave Clark,02400000000027,2,1.0,24
878,Dave Clark,02400000000027,3,4.0,24
878,Dave Clark,02400000000027,4,5.0,24
878,Dave Clark,02400000000027,5,6.0,24
878,Dave Clark,02400000000027,6,7.0,24
878,Dave Clark,02400000000027,7,6.0,24
879,Kayla Rice,02400000000028,1,6.0,24
879,Kayla Rice,02400000000028,2,5.0,24
879,Kayla Rice,02400000000028,3,3.0,24
879,Kayla Rice,02400000000028,4,6.0,24
879,Kayla Rice,02400000000028,5,4.0,24
879,Kayla Rice,02400000000028,6,8.0,24
879,Kayla Rice,02400000000028,7,5.0,24
880,Pamela Martin MD,02400000000029,1,4.0,24
880,Pamela Martin MD,02400000000029,2,5.0,24
880,Pamela Martin MD,02400000000029,3,5.0,24
880,Pamela Martin MD,02400000000029,4,5.0,24
880,Pamela Martin MD,02400000000029,5,5.0,24
880,Pamela Martin MD,02400000000029,6,5.0,24
880,Pamela Martin MD,02400000000029,7,4.0,24
881,Jo Livingston,02400000000030,1,7.0,24
881,Jo Livingston,02400000000030,2,6.0,24
881,Jo Livingston,02400000000030,3,5.0,24
881,Jo Livingston,02400000000030,4,4.0,24
881,Jo Livingston,02400000000030,5,2.0,24
881,Jo Livingston,02400000000030,6,5.0,24
881,Jo Livingston,02400000000030,7,5.0,24
882,Timothy Macdonald,02400000000031,1,2.0,24
882,Timothy Macdonald,02400000000031,2,7.0,24
882,Timothy Macdonald,02400000000031,3,4.0,24
882,Timothy Macdonald,02400000000031,4,3.0,24
882,Timothy Macdonald,02400000000031,5,6.0,24
882,Timothy Macdonald,02400000000031,6,6.0,24
882,Timothy Macdonald,02400000000031,7,10.0,24
883,Rebecca Dominguez,02400000000032,1,4.0,24
883,Rebecca Dominguez,02400000000032,2,1.0,24
883,Rebecca Dominguez,02400000000032,3,5.0,24
883,Rebecca Dominguez,02400000000032,4,5.0,24
883,Rebecca Dominguez,02400000000032,5,8.0,24
883,Rebecca Dominguez,02400000000032,6,5.0,24
883,Rebecca Dominguez,02400000000032,7,4.0,24
884,Abigail Aguilar,02400000000033,1,8.0,24
884,Abigail Aguilar,02400000000033,2,6.0,24
884,Abigail Aguilar,02400000000033,3,4.0,24
884,Abigail Aguilar,02400000000033,4,9.0,24
884,Abigail Aguilar,02400000000033,5,2.0,24
884,Abigail Aguilar,02400000000033,6,6.0,24
884,Abigail Aguilar,02400000000033,7,5.0,24
885,Steven West,02400000000034,1,5.0,24
885,Steven West,02400000000034,2,4.0,24
885,Steven West,02400000000034,3,5.0,24
885,Steven West,02400000000034,4,2.0,24
885,Steven West,02400000000034,5,3.0,24
885,Steven West,02400000000034,6,4.0,24
885,Steven West,02400000000034,7,2.0,24
886,Brian Silva,02400000000035,1,6.0,24
886,Brian Silva,02400000000035,2,6.0,24
886,Brian Silva,02400000000035,3,7.0,24
886,Brian Silva,02400000000035,4,6.0,24
886,Brian Silva,02400000000035,5,6.0,24
886,Brian Silva,02400000000035,6,6.0,24
886,Brian Silva,02400000000035,7,5.0,24
887,Daniel Hutchinson,02400000000036,1,4.0,24
887,Daniel Hutchinson,02400000000036,2,4.0,24
887,Daniel Hutchinson,02400000000036,3,4.0,24
887,Daniel Hutchinson,02400000000036,4,6.0,24
887,Daniel Hutchinson,02400000000036,5,3.0,24
887,Daniel Hutchinson,02400000000036,6,3.0,24
887,Daniel Hutchinson,02400000000036,7,7.0,24
888,John Ray,02400000000037,1,3.0,24
888,John Ray,02400000000037,2,9.0,24
888,John Ray,02400000000037,3,5.0,24
888,John Ray,02400000000037,4,8.0,24
888,John Ray,02400000000037,5,5.0,24
888,John Ray,02400000000037,6,8.0,24
888,John Ray,02400000000037,7,7.0,24
id_siswa,nama,nrp,id_mapel,score,id_kota
889,Crystal Castro,02500000000001,1,6.0,25
889,Crystal Castro,02500000000001,2,6.0,25
889,Crystal Castro,02500000000001,3,3.0,25
889,Crystal Castro,02500000000001,4,6.0,25
889,Crystal Castro,02500000000001,5,4.0,25
889,Crystal Castro,02500000000001,6,6.0,25
889,Crystal Castro,02500000000001,7,10.0,25
890,Mark Johnson,02500000000002,1,7.0,25
890,Mark Johnson,02500000000002,2,3.0,25
890,Mark Johnson,02500000000002,3,5.0,25
890,Mark Johnson,02500000000002,4,9.0,25
890,Mark Johnson,02500000000002,5,3.0,25
890,Mark Johnson,02500000000002,6,6.0,25
890,Mark Johnson,02500000000002,7,7.0,25
891,Mikayla Short,02500000000003,1,5.0,25
891,Mikayla Short,02500000000003,2,3.0,25
891,Mikayla Short,02500000000003,3,2.0,25
891,Mikayla Short,02500000000003,4,4.0,25
891,Mikayla Short,02500000000003,5,7.0,25
891,Mikayla Short,02500000000003,6,5.0,25
891,Mikayla Short,02500000000003,7,3.0,25
892,Dr. Maria Terry,02500000000004,1,8.0,25
892,Dr. Maria Terry,02500000000004,2,7.0,25
892,Dr. Maria Terry,02500000000004,3,5.0,25
892,Dr. Maria Terry,02500000000004,4,5.0,25
892,Dr. Maria Terry,02500000000004,5,7.0,25
892,Dr. Maria Terry,02500000000004,6,8.0,25
892,Dr. Maria Terry,02500000000004,7,9.0,25
893,Tamara Tanner,02500000000005,1,7.0,25
893,Tamara Tanner,02500000000005,2,6.0,25
893,Tamara Tanner,02500000000005,3,4.0,25
893,Tamara Tanner,02500000000005,4,5.0,25
893,Tamara Tanner,02500000000005,5,4.0,25
893,Tamara Tanner,02500000000005,6,5.0,25
893,Tamara Tanner,02500000000005,7,3.0,25
894,Douglas Smith,02500000000006,1,5.0,25
894,Douglas Smith,02500000000006,2,4.0,25
894,Douglas Smith,02500000000006,3,6.0,25
894,Douglas Smith,02500000000006,4,5.0,25
894,Douglas Smith,02500000000006,5,6.0,25
894,Douglas Smith,02500000000006,6,5.0,25
894,Douglas Smith,02500000000006,7,5.0,25
895,Nancy Joseph,02500000000007,1,3.0,25
895,Nancy Joseph,02500000000007,2,6.0,25
895,Nancy Joseph,02500000000007,3,5.0,25
895,Nancy Joseph,02500000000007,4,6.0,25
895,Nancy Joseph,02500000000007,5,7.0,25
895,Nancy Joseph,02500000000007,6,3.0,25
895,Nancy Joseph,02500000000007,7,6.0,25
896,Tammy Howell,02500000000008,1,3.0,25
896,Tammy Howell,02500000000008,2,4.0,25
896,Tammy Howell,02500000000008,3,10.0,25
896,Tammy Howell,02500000000008,4,2.0,25
896,Tammy Howell,02500000000008,5,6.0,25
896,Tammy Howell,02500000000008,6,5.0,25
896,Tammy Howell,02500000000008,7,5.0,25
897,Shelby Hartman,02500000000009,1,8.0,25
897,Shelby Hartman,02500000000009,2,9.0,25
897,Shelby Hartman,02500000000009,3,3.0,25
897,Shelby Hartman,02500000000009,4,4.0,25
897,Shelby Hartman,02500000000009,5,4.0,25
897,Shelby Hartman,02500000000009,6,4.0,25
897,Shelby Hartman,02500000000009,7,7.0,25
898,Brittany Rodgers,02500000000010,1,5.0,25
898,Brittany Rodgers,02500000000010,2,5.0,25
898,Brittany Rodgers,02500000000010,3,6.0,25
898,Brittany Rodgers,02500000000010,4,8.0,25
898,Brittany Rodgers,02500000000010,5,5.0,25
898,Brittany Rodgers,02500000000010,6,3.0,25
898,Brittany Rodgers,02500000000010,7,3.0,25
899,Steven Burton DVM,02500000000011,1,4.0,25
899,Steven Burton DVM,02500000000011,2,5.0,25
899,Steven Burton DVM,02500000000011,3,4.0,25
899,Steven Burton DVM,02500000000011,4,4.0,25
899,Steven Burton DVM,02500000000011,5,5.0,25
899,Steven Burton DVM,02500000000011,6,5.0,25
899,Steven Burton DVM,02500000000011,7,7.0,25
900,Elizabeth Rodriguez,02500000000012,1,4.0,25
900,Elizabeth Rodriguez,02500000000012,2,5.0,25
900,Elizabeth Rodriguez,02500000000012,3,3.0,25
900,Elizabeth Rodriguez,02500000000012,4,4.0,25
900,Elizabeth Rodriguez,02500000000012,5,1.0,25
900,Elizabeth Rodriguez,02500000000012,6,5.0,25
900,Elizabeth Rodriguez,02500000000012,7,3.0,25
901,Brian Bennett,02500000000013,1,4.0,25
901,Brian Bennett,02500000000013,2,6.0,25
901,Brian Bennett,02500000000013,3,5.0,25
901,Brian Bennett,02500000000013,4,7.0,25
901,Brian Bennett,02500000000013,5,1.0,25
901,Brian Bennett,02500000000013,6,4.0,25
901,Brian Bennett,02500000000013,7,3.0,25
902,Thomas Montes,02500000000014,1,4.0,25
902,Thomas Montes,02500000000014,2,4.0,25
902,Thomas Montes,02500000000014,3,4.0,25
902,Thomas Montes,02500000000014,4,2.0,25
902,Thomas Montes,02500000000014,5,6.0,25
902,Thomas Montes,02500000000014,6,6.0,25
902,Thomas Montes,02500000000014,7,5.0,25
903,Travis Marsh,02500000000015,1,7.0,25
903,Travis Marsh,02500000000015,2,6.0,25
903,Travis Marsh,02500000000015,3,3.0,25
903,Travis Marsh,02500000000015,4,5.0,25
903,Travis Marsh,02500000000015,5,6.0,25
903,Travis Marsh,02500000000015,6,3.0,25
903,Travis Marsh,02500000000015,7,5.0,25
904,Christopher Herman,02500000000016,1,8.0,25
904,Christopher Herman,02500000000016,2,1.0,25
904,Christopher Herman,02500000000016,3,5.0,25
904,Christopher Herman,02500000000016,4,7.0,25
904,Christopher Herman,02500000000016,5,4.0,25
904,Christopher Herman,02500000000016,6,4.0,25
904,Christopher Herman,02500000000016,7,6.0,25
905,Janet Davis,02500000000017,1,7.0,25
905,Janet Davis,02500000000017,2,4.0,25
905,Janet Davis,02500000000017,3,7.0,25
905,Janet Davis,02500000000017,4,8.0,25
905,Janet Davis,02500000000017,5,4.0,25
905,Janet Davis,02500000000017,6,6.0,25
905,Janet Davis,02500000000017,7,8.0,25
906,Christopher Bond,02500000000018,1,4.0,25
906,Christopher Bond,02500000000018,2,4.0,25
906,Christopher Bond,02500000000018,3,6.0,25
906,Christopher Bond,02500000000018,4,9.0,25
906,Christopher Bond,02500000000018,5,5.0,25
906,Christopher Bond,02500000000018,6,3.0,25
906,Christopher Bond,02500000000018,7,5.0,25
907,Susan Cameron,02500000000019,1,4.0,25
907,Susan Cameron,02500000000019,2,3.0,25
907,Susan Cameron,02500000000019,3,1.0,25
907,Susan Cameron,02500000000019,4,3.0,25
